no;state;year;dpd_1;dpd_2;dpd;dpd_3;dpd_4
418;NEBRASKA;1979;14181.26;26477.07;20943;631.2;3.2
419;NEBRASKA;1980;14619.96;27424.29;20575;627.6;4.1
420;NEBRASKA;1981;14897.42;29177.88;21777;623.2;4.1
421;NEBRASKA;1982;15039.75;29566.74;21244;609.8;6.1
422;NEBRASKA;1983;15088.99;29555.66;20647;610.8;5.7
423;NEBRASKA;1984;15027.98;29573.43;22164;635.4;4.4
424;NEBRASKA;1985;14981.5;30189.6;23300;650.5;5.5
425;NEBRASKA;1986;14974.69;28468.92;23673;652.5;5
426;NEVADA;1970;3768.6;10805.73;7354;203.3;5.9
427;NEVADA;1971;3877.35;11252.01;7599;210.5;7
428;NEVADA;1972;4033.14;11706.31;8076;223.4;7
429;NEVADA;1973;4160.79;12261.06;8774;244.6;6.2
430;NEVADA;1974;4296.97;12901.95;8861;256.1;7.5
431;NEVADA;1975;4402.1;13377.1;9084;263.1;9.7
432;NEVADA;1976;4500.21;15048.03;9720;279.8;9
433;NEVADA;1977;4574.27;15231.21;10673;308.2;7
434;NEVADA;1978;4646.28;15437.13;12233;350.3;4.4
435;NEVADA;1979;4766.05;15781.26;13343;383.7;5.1
436;NEVADA;1980;4935.36;16264.91;13991;399.9;6.2
437;NEVADA;1981;5188.56;17556.21;14365;411.2;7.1
438;NEVADA;1982;5381.96;17981.16;13796;401.1;10
439;NEVADA;1983;5500.17;18297.17;14103;402.8;9.8
440;NEVADA;1984;5695;18813.07;14790;426;7.8
441;NEVADA;1985;5856.9;19705.62;15474;446.4;8
442;NEVADA;1986;6003;22724.26;16092;468.1;6
443;NEW_HAMPSHIRE;1970;3085.49;5957.55;6852;258.5;3.3
444;NEW_HAMPSHIRE;1971;3247.53;6436.54;7042;259.9;4.7
445;NEW_HAMPSHIRE;1972;3419.24;6680.89;7516;278.5;4.5
446;NEW_HAMPSHIRE;1973;3559.45;6965.5;8098;297.8;3.9
447;NEW_HAMPSHIRE;1974;3688.39;7332.32;8016;300.3;3.6
448;NEW_HAMPSHIRE;1975;3783.91;7671.07;7819;292.8;9
449;NEW_HAMPSHIRE;1976;3915.38;7536.15;8470;313.4;6.4
450;NEW_HAMPSHIRE;1977;4084.04;7674.13;9084;337.1;5.9
451;NEW_HAMPSHIRE;1978;4223.59;7886.88;10002;359.6;3.8
452;NEW_HAMPSHIRE;1979;4329.97;8200.74;10572;378.5;3.1
453;NEW_HAMPSHIRE;1980;4348.94;8562.82;10738;385.4;4.7
454;NEW_HAMPSHIRE;1981;4369.35;9134.69;11332;394.6;5
455;NEW_HAMPSHIRE;1982;4353.02;9412.72;11606;394.4;7.4
456;NEW_HAMPSHIRE;1983;4333.41;9575.38;12743;409.5;5.4
457;NEW_HAMPSHIRE;1984;4324.98;9751.27;14100;441.5;4.3
458;NEW_HAMPSHIRE;1985;4316.63;10057.05;15541;466;3.9
459;NEW_HAMPSHIRE;1986;4331.54;11863.55;17073;490.1;2.8
460;NEW_JERSEY;1970;24857.74;57996.4;86366;2606.2;4.6
461;NEW_JERSEY;1971;26627.68;59928.09;89073;2607.6;5.7
462;NEW_JERSEY;1972;28256.83;62437.39;93384;2672.5;5.8
463;NEW_JERSEY;1973;29544.99;65220.99;97847;2759.7;5.6
464;NEW_JERSEY;1974;30629.69;68911.99;94864;2783;6.9
465;NEW_JERSEY;1975;31830.65;72364.36;90693;2699.9;10
466;NEW_JERSEY;1976;32396.14;65688.1;94049;2753.7;10
467;NEW_JERSEY;1977;32775.77;67158.09;97370;2836.9;9.4
468;NEW_JERSEY;1978;33066.76;69360.18;101593;2961.9;7.2
469;NEW_JERSEY;1979;33268.6;72312.47;103350;3027.2;6.9
470;NEW_JERSEY;1980;33625.27;75670.48;102571;3060.4;7.2
471;NEW_JERSEY;1981;33794.24;77193.36;105835;3098.9;7.3
472;NEW_JERSEY;1982;34144.85;79782.27;106705;3092.8;9
473;NEW_JERSEY;1983;34320.27;81590.08;113408;3165.1;7.8
474;NEW_JERSEY;1984;34385.92;83749.02;121388;3329.2;6.2
475;NEW_JERSEY;1985;34528.53;87514.13;126460;3414.1;5.7
476;NEW_JERSEY;1986;34675.69;95540.08;133468;3489.9;5
477;NEW_MEXICO;1970;6082.2;18909.26;12837;292.6;5.9
478;NEW_MEXICO;1971;6195.5;19467.69;13284;305.7;6.2
479;NEW_MEXICO;1972;6238.49;19864.93;13874;327.5;5.8
480;NEW_MEXICO;1973;6326.03;20592.77;14588;346;5.7
481;NEW_MEXICO;1974;6367.27;21314.16;15247;360.2;6.3
482;NEW_MEXICO;1975;6447.38;21958.76;15541;370.2;10
483;NEW_MEXICO;1976;6606.97;23919.97;15932;390;9.1
484;NEW_MEXICO;1977;6724.71;24441.46;16932;415.4;7.8
485;NEW_MEXICO;1978;6786.25;25269.39;18122;444.3;5.7
486;NEW_MEXICO;1979;6902.83;26247.31;19078;461;6.6
487;NEW_MEXICO;1980;7104.7;27361.11;19664;465.4;7.5
488;NEW_MEXICO;1981;7296.53;26939.76;20265;475.5;7.3
489;NEW_MEXICO;1982;7402.21;28025.98;20023;473.6;9.2
490;NEW_MEXICO;1983;7634.64;28657.43;20283;479.5;10
491;NEW_MEXICO;1984;7904.32;28916.61;21331;502.8;7.5
492;NEW_MEXICO;1985;8228.31;29544.48;21741;520.2;8.8
493;NEW_MEXICO;1986;8483.37;30208.23;21154;525.9;9.2
494;NEW_YORK;1970;106893.49;136663.66;242791;7156.4;4.5
495;NEW_YORK;1971;110931.96;142795.91;245018;7011.4;6.6
496;NEW_YORK;1972;115957.66;149415.66;251249;7038.5;6.7
497;NEW_YORK;1973;121450.05;157017.53;258498;7132.2;5.4
498;NEW_YORK;1974;126498.16;166920.58;250208;7077.1;6.3
499;NEW_YORK;1975;131097.03;175080.71;242463;6829.9;9.5
500;NEW_YORK;1976;134166.03;153578.05;245161;6789.5;10
501;NEW_YORK;1977;134701.89;156804.67;251092;6857.6;9.1
502;NEW_YORK;1978;134632.83;162223.44;254194;7044.5;7.7
503;NEW_YORK;1979;134765.25;169324.73;254314;7179.4;7.1
504;NEW_YORK;1980;134166.71;177499.16;249770;7207.1;7.5
505;NEW_YORK;1981;133207.7;173471.27;256199;7287.3;7.6
506;NEW_YORK;1982;132189.18;179574.26;255686;7254.6;8.6
507;NEW_YORK;1983;131808.83;183921.34;267916;7313.3;8.6
508;NEW_YORK;1984;131365.12;189443.48;285080;7570.4;7.2
509;NEW_YORK;1985;131529.92;199426.84;296381;7751.3;6.5
510;NEW_YORK;1986;132203.02;199092.6;309273;7907.9;6.3
511;NORTH_CAROLINA;1970;16840;43497.41;48047;1782.7;4.3
512;NORTH_CAROLINA;1971;17688.47;46378.35;50127;1813.8;4.8
513;NORTH_CAROLINA;1972;18419.02;48129.87;54624;1911.9;4
514;NORTH_CAROLINA;1973;19081.72;49858.52;57975;2018.1;3.5
515;NORTH_CAROLINA;1974;19701.02;52460.28;57546;2048.2;4.5
516;NORTH_CAROLINA;1975;20334.13;54990.14;56288;1979.9;8.6
517;NORTH_CAROLINA;1976;21062.44;57959.71;59462;2082.7;6.2
518;NORTH_CAROLINA;1977;22029.51;59106.74;62681;2170.4;5.9
519;NORTH_CAROLINA;1978;22652;60848.16;66409;2277.4;4.3
520;NORTH_CAROLINA;1979;23305.83;63150.19;68039;2373;4.8
521;NORTH_CAROLINA;1980;24164.71;65641.48;68065;2380;6.6
522;NORTH_CAROLINA;1981;24576.1;67293.41;70395;2391.6;6.4
523;NORTH_CAROLINA;1982;24698.58;69071.06;69128;2347;9
524;NORTH_CAROLINA;1983;24700.31;70037.15;73553;2419.2;8.9
525;NORTH_CAROLINA;1984;24674.17;70834.5;80020;2565.2;6.7
526;NORTH_CAROLINA;1985;24744.19;72753.04;83170;2651.2;5.4
527;NORTH_CAROLINA;1986;25179.37;84000.92;87371;2744.1;5.3
528;NORTH_DAKOTA;1970;4173.07;11571.8;6024;163.6;4.6
529;NORTH_DAKOTA;1971;4226.31;11843.02;6551;167;5.3
530;NORTH_DAKOTA;1972;4302.57;12036.32;7015;176.1;4.9
531;NORTH_DAKOTA;1973;4330.52;12675.35;8120;183.9;5.1
532;NORTH_DAKOTA;1974;4404.4;13112.72;8000;193.8;3
533;NORTH_DAKOTA;1975;4458.28;13488.09;8267;203.6;3.6
534;NORTH_DAKOTA;1976;4492.23;15078.43;8167;215;3.6
535;NORTH_DAKOTA;1977;4573.94;15049.51;8077;221.1;4.8
536;NORTH_DAKOTA;1978;4628.15;15397.12;9020;234;4.8
537;NORTH_DAKOTA;1979;4704.64;15889.87;9562;244.2;3.7
538;NORTH_DAKOTA;1980;4798.61;16426.81;9525;245.2;5
539;NORTH_DAKOTA;1981;4888.2;20919.99;10532;249.4;5
540;NORTH_DAKOTA;1982;4893;21461.22;10293;249.7;5.9
541;NORTH_DAKOTA;1983;4929.21;21655.24;9700;250.6;5.6
542;NORTH_DAKOTA;1984;4929.23;21663.82;10043;252.5;5.1
543;NORTH_DAKOTA;1985;4968.32;22019.74;9884;252;5.9
544;NORTH_DAKOTA;1986;5014.77;21556.51;9806;249.9;6.3
545;OHIO;1970;48317.68;106396.06;121293;3880.7;5.4
546;OHIO;1971;50241.05;110274.99;122871;3839.6;6.5
547;OHIO;1972;51395.75;114219.33;128649;3938.4;5.5
548;OHIO;1973;52356.39;118487.46;137636;4112.9;4.3
549;OHIO;1974;52834.75;124345.66;134923;4169.4;5
550;OHIO;1975;53464.68;130164.06;127128;4016.2;9.1
551;OHIO;1976;54188.05;123122.24;133697;4094.6;7.8
552;OHIO;1977;54969.48;126663.68;140466;4230.1;6.5
553;OHIO;1978;55391.11;130514.81;146947;4394.9;5.4
554;OHIO;1979;56115.22;135552.69;147766;4484.8;5.9
555;OHIO;1980;56513.62;141143.03;140782;4367.4;8.4
556;OHIO;1981;56980.17;130138.76;141743;4317.7;9.6
557;OHIO;1982;57101.01;133828.4;134204;4124.3;13
558;OHIO;1983;56929.04;135942.45;137411;4092.5;12
559;OHIO;1984;56648.46;137605.78;147979;4260.2;9.4
560;OHIO;1985;56463.31;141449.34;152689;4372.9;8.9
561;OHIO;1986;56283.12;139129.61;156541;4471.4;8.1
562;OKLAHOMA;1970;11168.19;38990.92;33262;762.6;4.4
563;OKLAHOMA;1971;11478.15;40190.7;33879;774.4;4.9
564;OKLAHOMA;1972;11680.58;40932.34;35190;811.9;4.5
565;OKLAHOMA;1973;11832.9;41815.94;36333;851.9;4.2
566;OKLAHOMA;1974;12026.61;43288.99;36110;886.9;4.4
567;OKLAHOMA;1975;12396.49;44637.52;35967;899.7;7.2
568;OKLAHOMA;1976;12730.82;49044.39;37376;931.1;5.6
569;OKLAHOMA;1977;12979.01;49679.55;39235;971.5;5
570;OKLAHOMA;1978;13229.51;51180.23;41564;1035.7;3.9
571;OKLAHOMA;1979;13492.11;53110.66;43535;1087.9;3.4
572;OKLAHOMA;1980;13835.66;55318.19;44944;1138.1;4.8
573;OKLAHOMA;1981;14248.02;63264.52;47236;1201.2;3.6
574;OKLAHOMA;1982;14564.32;65824.58;48700;1216.9;5.7
575;OKLAHOMA;1983;14766.51;67358.6;46425;1170.6;9
576;OKLAHOMA;1984;15088.88;68096.06;47499;1180.3;7
577;OKLAHOMA;1985;15480.8;69848.25;47178;1165.3;7.1
578;OKLAHOMA;1986;15891.09;64625.86;45928;1124.4;8.2
579;OREGON;1970;11143.64;22546.05;22350;710.5;6.2
580;OREGON;1971;11481.58;23425.25;23280;729.1;6.6
581;OREGON;1972;11830.75;24286.22;25356;774.7;5.7
582;OREGON;1973;12150.51;25304.46;26976;816.2;5.3
583;OREGON;1974;12912.83;26641.39;27744;838.2;7.5
584;OREGON;1975;13214.8;27836.41;27474;837.4;11
585;OREGON;1976;13671.14;30422.64;29559;878.5;9.5
586;OREGON;1977;13976.13;31180.19;31397;936.9;7.4
587;OREGON;1978;14350.99;32072.2;33793;1009.2;6.1
588;OREGON;1979;14724.22;33272.01;35296;1056;6.8
589;OREGON;1980;15020.05;34618.64;34762;1044.6;8.3
590;OREGON;1981;15420.55;36469.81;33614;1018.7;9.9
591;OREGON;1982;15666.86;37341.17;31148;961.1;12
592;OREGON;1983;15743.83;37792.98;31899;966.7;11
593;OREGON;1984;15759.04;38276.78;33747;1006.9;9.4
594;OREGON;1985;15844.49;39308.4;34769;1030;8.8
595;OREGON;1986;15947.63;37419.6;35934;1058.5;8.5
596;PENNSYLVANIA;1970;50428.35;105738.93;129967;4351.6;4.5
597;PENNSYLVANIA;1971;53374.91;109965.27;130120;4291.3;5.4
598;PENNSYLVANIA;1972;56250.56;114031.51;136028;4400;5.4
599;PENNSYLVANIA;1973;58090.06;118691.16;142970;4506.5;4.8
600;PENNSYLVANIA;1974;59430.51;124688.11;140616;4514.6;5.1
601;PENNSYLVANIA;1975;60860.6;130578.37;135828;4435.8;8.3
602;PENNSYLVANIA;1976;61871.02;124414.86;140178;4512.8;7.9
603;PENNSYLVANIA;1977;62830.91;127274.82;144091;4565.2;7.7
604;PENNSYLVANIA;1978;62861.36;131212.42;148130;4716.2;6.9
605;PENNSYLVANIA;1979;62652.44;136305.43;149431;4806.1;6.9
606;PENNSYLVANIA;1980;62617.53;141870.43;145367;4753.1;7.8
607;PENNSYLVANIA;1981;62440.58;132965.78;146570;4728.9;8.4
608;PENNSYLVANIA;1982;62061.65;136800.58;141282;4580.1;11
609;PENNSYLVANIA;1983;61479.97;139072.15;143923;4524.3;12
610;PENNSYLVANIA;1984;61158.43;141054.14;151405;4654.8;9.1
611;PENNSYLVANIA;1985;60661.77;145339.04;155809;4730.3;8
612;PENNSYLVANIA;1986;60244.69;145433.99;160862;4790.9;6.8
613;RHODE_ISLAND;1970;4310.22;5437.28;9824;344.1;5.2
614;RHODE_ISLAND;1971;4451.24;5610.11;9849;342.8;6.8
615;RHODE_ISLAND;1972;4493.55;5845.79;10247;358.1;6.5
616;RHODE_ISLAND;1973;4498.12;6109.18;10496;365.9;6.2
617;RHODE_ISLAND;1974;4490.52;6470.03;9888;367;7.3
618;RHODE_ISLAND;1975;4463.83;6799.79;9433;349.2;11
619;RHODE_ISLAND;1976;4437.89;6123.78;9968;366.7;8.1
620;RHODE_ISLAND;1977;4443.85;6286.71;10323;381.7;8.6
621;RHODE_ISLAND;1978;4442.7;6499.15;10610;395.8;6.6
622;RHODE_ISLAND;1979;4430.52;6803.93;10734;400;6.6
623;RHODE_ISLAND;1980;4411.81;7154.94;10518;398.3;7.2
624;RHODE_ISLAND;1981;4396.28;7057.35;10848;401.4;7.6
625;RHODE_ISLAND;1982;4342.85;7323.77;10592;390.5;10
626;RHODE_ISLAND;1983;4302.36;7503.27;11022;396.3;8.3
627;RHODE_ISLAND;1984;4251.45;7684.1;12011;416.4;5.3
628;RHODE_ISLAND;1985;4230.74;8001.04;12572;429.2;4.9
629;RHODE_ISLAND;1986;4254.36;8191.84;13283;442.5;4
630;SOUTH_CAROLINA;1970;8250.43;24322.74;20924;842;5
631;SOUTH_CAROLINA;1971;8694.41;26387.6;21626;862.6;5.3
632;SOUTH_CAROLINA;1972;9115.22;27298.7;23156;920.3;4.2
633;SOUTH_CAROLINA;1973;9554.06;28224.77;24919;984;3.7
634;SOUTH_CAROLINA;1974;10014.14;29549.55;25153;1015.8;4.5
635;SOUTH_CAROLINA;1975;10637.46;30901.75;24483;982.6;8.7
636;SOUTH_CAROLINA;1976;11097.59;34992.84;26304;1038.1;6.9
637;SOUTH_CAROLINA;1977;11500.56;35544.29;27791;1081.7;7.2
638;SOUTH_CAROLINA;1978;11653.18;36518.61;29587;1137.5;5.7
639;SOUTH_CAROLINA;1979;11911.5;37807.33;30989;1176;5
640;SOUTH_CAROLINA;1980;12263.76;39198.08;31303;1188.8;6.9
641;SOUTH_CAROLINA;1981;12577.08;40311.84;32533;1196.4;8.4
642;SOUTH_CAROLINA;1982;12972.01;41342.05;31940;1162.3;11
643;SOUTH_CAROLINA;1983;13110.97;41914.56;33914;1189;10
644;SOUTH_CAROLINA;1984;13172.84;42318.87;36736;1262.5;7.1
645;SOUTH_CAROLINA;1985;13211.81;43299.52;37687;1296.2;6.8
646;SOUTH_CAROLINA;1986;13391.24;48248.27;39281;1338;6.2
647;SOUTH_DAKOTA;1970;4173.17;9202.46;5864;175.4;3.3
648;SOUTH_DAKOTA;1971;4261.98;9436.08;6065;179;3.7
649;SOUTH_DAKOTA;1972;4333.46;9688.61;6481;189.9;3.7
650;SOUTH_DAKOTA;1973;4407.53;10017.65;7048;199.1;3.3
651;SOUTH_DAKOTA;1974;4501.83;10458.03;6936;206.6;3.5
652;SOUTH_DAKOTA;1975;4630.2;10832.66;7154;209.3;3.7
653;SOUTH_DAKOTA;1976;4732.91;11153.46;6922;218.6;3.4
654;SOUTH_DAKOTA;1977;4840.82;11058.96;7411;226.6;3.3
655;SOUTH_DAKOTA;1978;4895.63;11324.24;7800;236.6;3
656;SOUTH_DAKOTA;1979;4998.02;11686.06;8164;241.4;3.5
657;SOUTH_DAKOTA;1980;5067.5;12084.49;7841;238;4.9
658;SOUTH_DAKOTA;1981;5125.45;11911.36;8009;236;5.1
659;SOUTH_DAKOTA;1982;5178.56;12036.85;7835;230.2;5.5
660;SOUTH_DAKOTA;1983;5162.24;11996.73;7660;235.3;5.4
661;SOUTH_DAKOTA;1984;5146.61;11982.06;8200;247;4.3
662;SOUTH_DAKOTA;1985;5148.18;12209.44;8418;249.4;5.1
663;SOUTH_DAKOTA;1986;5281.22;11305.15;8760;251.9;4.7
664;TENNESSE;1970;20949.51;38417.96;34769;1327.6;4.8
665;TENNESSE;1971;21687.41;40374.38;36771;1356.8;5
666;TENNESSE;1972;22448.25;41983.03;40403;1450.1;3.6
667;TENNESSE;1973;22886.75;43491.51;43424;1531.1;3
668;TENNESSE;1974;23184.46;45836.89;43052;1558.2;3.9
669;TENNESSE;1975;23972.49;48060.68;42098;1505.7;8.3
670;TENNESSE;1976;24632.07;51076.68;45309;1575.4;6
671;TENNESSE;1977;25153.79;52181.92;47941;1648.1;6.3
672;TENNESSE;1978;25444.07;53812.7;51630;1737;5.8
673;TENNESSE;1979;25820.64;55904.1;52759;1777.3;5.8
674;TENNESSE;1980;26011.9;58207.51;51810;1746.6;7.3
675;TENNESSE;1981;26321.05;58678.19;52804;1755.4;9.1
676;TENNESSE;1982;26467.14;60244.5;51967;1703;12
677;TENNESSE;1983;26394.65;61160.01;54217;1719;12
678;TENNESSE;1984;26261.07;62031.97;58810;1812;8.6
679;TENNESSE;1985;26236.06;63885.31;61337;1867.8;8
680;TENNESSE;1986;26281.46;65065.24;64124;1929.8;8
681;TEXAS;1970;53639.88;213676.41;160922;3624.9;4.4
682;TEXAS;1971;55700.45;220715.86;164088;3683.5;4.9
683;TEXAS;1972;57213.27;224933.82;172360;3884.4;4.5
684;TEXAS;1973;59134.01;229705.43;183467;4141.7;3.9
685;TEXAS;1974;60974.12;237780.47;189079;4360.2;4.3
686;TEXAS;1975;62734.61;245917.64;193920;4462.9;5.6
687;TEXAS;1976;64422.93;270830.23;205542;4683.7;5.7
688;TEXAS;1977;65863.92;274770.61;218733;4906.8;5.3
689;TEXAS;1978;67133.78;283942.5;232319;5271.6;4.8
690;TEXAS;1979;69034.04;295486.62;240424;5601.8;4.2
691;TEXAS;1980;71409.31;308526.88;244359;5851.2;5.2
692;TEXAS;1981;74168.05;334167.45;254691;6180;5.3
693;TEXAS;1982;76260.44;349440.59;254508;6263.4;6.9
694;TEXAS;1983;78159.02;359069.09;257245;6193.6;8
695;TEXAS;1984;80067.98;364324.47;273685;6492.4;5.9
696;TEXAS;1985;82196.09;375341.6;283388;6663.1;7
697;TEXAS;1986;84303.17;362209.94;276313;6564.2;8.9
698;UTAH;1970;6494.16;11252.62;10750;357;6.1
699;UTAH;1971;6666.03;11621.13;11242;369.3;6.4
700;UTAH;1972;6773.32;11981.62;12083;393;6.1
701;UTAH;1973;6928.74;12493.5;12850;414.8;5.7
702;UTAH;1974;7072.53;13079.28;13267;434.1;5.9
703;UTAH;1975;7239.52;13616.96;13482;440.3;6.5
704;UTAH;1976;7373.63;16090.73;14315;462.8;5.7
705;UTAH;1977;7547.71;16584.22;15324;488.7;5.3
706;UTAH;1978;7716.92;17142.71;16611;525.4;3.8
707;UTAH;1979;7893.14;17874.79;17291;548.4;4.3
708;UTAH;1980;8057.45;18707.02;17639;550.8;6.3
709;UTAH;1981;8334.41;19165.89;18093;558;6.7
710;UTAH;1982;8606.09;19798.38;17892;560.9;7.8
711;UTAH;1983;8908.45;20132.57;18570;566.9;9.2
712;UTAH;1984;9453.63;20339.64;20177;601.2;6.5
713;UTAH;1985;10311.4;20850.77;20920;624.3;5.9
714;UTAH;1986;11392;22757.3;21193;634.1;6
715;VERMONT;1970;2627.12;4052.71;4354;147.9;4.9
716;VERMONT;1971;2756.19;4250.3;4438;148.1;6.8
717;VERMONT;1972;2894.58;4402.86;4611;153.6;6.5
718;VERMONT;1973;2967.25;4577.6;4801;161.3;5.6
719;VERMONT;1974;3025.15;4806.48;4652;162.8;6.9
720;VERMONT;1975;3083.07;5017.84;4528;162.1;9.4
721;VERMONT;1976;3075.61;4790.14;4760;168.4;8.7
722;VERMONT;1977;3055.26;4805.94;4913;178.4;7
723;VERMONT;1978;3019.42;4926.2;5363;190.6;5.9
724;VERMONT;1979;3020.06;5105.86;5569;197.9;5.1
725;VERMONT;1980;3032.36;5308.11;5634;200.1;6.4
726;VERMONT;1981;3016.79;5514.75;5875;204.3;5.7
727;VERMONT;1982;2983.19;5671.16;5871;202.9;6.9
728;VERMONT;1983;2950.98;5756.72;6261;206.4;6.9
729;VERMONT;1984;2927.85;5832.7;6669;214.9;5.2
730;VERMONT;1985;2925.39;6001.79;7142;224.7;4.8
731;VERMONT;1986;2936.44;6939.39;7585;234.4;4.7
732;VIRGINIA;1970;20732.56;34706.84;48269;1518.9;3.4
733;VIRGINIA;1971;21582.28;36795.57;50049;1567.2;3.6
734;VIRGINIA;1972;22348.28;38243.38;52927;1655.2;3.6
735;VIRGINIA;1973;22927;39992.09;56762;1753.4;3.6
736;VIRGINIA;1974;23570.72;42155.45;57441;1804.3;4
737;VIRGINIA;1975;24524.64;44147.96;57290;1778.7;6.4
738;VIRGINIA;1976;25440.39;48475.72;60122;1848.1;5.9
739;VIRGINIA;1977;26020.05;49402.95;63151;1930.4;5.3
740;VIRGINIA;1978;26621.8;50991.39;66445;2033.5;5.4
741;VIRGINIA;1979;27058.08;53106.81;68123;2115;4.7
742;VIRGINIA;1980;27606.76;55464.07;68787;2157.2;5
743;VIRGINIA;1981;27993.19;57163.94;70711;2160.8;6.1
744;VIRGINIA;1982;28206.71;58820.49;70375;2146.4;7.7
745;VIRGINIA;1983;28109.5;59774.36;74360;2206.9;6.1
746;VIRGINIA;1984;28031.46;60756.37;79329;2333.3;5
747;VIRGINIA;1985;27922.62;62710.66;83143;2454.7;5.6
748;VIRGINIA;1986;28000.68;71355.78;88171;2557.7;5
749;WASHINGTON;1970;25751.49;37406.43;39224;1079.4;9.1
750;WASHINGTON;1971;26775.46;39258.7;38966;1064.5;10
751;WASHINGTON;1972;27853.91;40764.39;40535;1100.1;9.5
752;WASHINGTON;1973;28392.6;42227.19;43470;1152.3;7.7
753;WASHINGTON;1974;29137.6;44463.18;45385;1199.1;7.2
754;WASHINGTON;1975;29497.89;46519.96;46367;1225.7;9.5
755;WASHINGTON;1976;29997.51;50312.3;48697;1282.9;8.7
756;WASHINGTON;1977;30862.78;51506.38;51511;1367;8.8
757;WASHINGTON;1978;31968.1;52994.95;56875;1485.4;6.9
758;WASHINGTON;1979;33454.73;54907.23;60175;1581.2;6.8
759;WASHINGTON;1980;35106.09;57001.52;59796;1608.3;7.9
760;WASHINGTON;1981;36528;60190.96;58977;1612;9.5
761;WASHINGTON;1982;37941.5;61677.79;56745;1568.6;12
762;WASHINGTON;1983;39515.57;62465.52;58828;1586.1;11
763;WASHINGTON;1984;40454.47;63256.31;61507;1659.6;9.5
764;WASHINGTON;1985;40775.81;64929.03;63664;1710.4;8.1
765;WASHINGTON;1986;41136.36;66033.81;67158;1769.9;8.2
766;WEST_VIRGINIA;1970;6482.87;24310.26;18063;516.5;6.1
767;WEST_VIRGINIA;1971;7051.17;25312.77;18438;520;6.5
768;WEST_VIRGINIA;1972;7652.54;26202.33;19314;540.5;6.5
769;WEST_VIRGINIA;1973;8245.21;27227.32;19741;561.6;5.7
770;WEST_VIRGINIA;1974;8735.95;28458.57;19041;572.4;5.9
771;WEST_VIRGINIA;1975;9220.62;29691.14;19029;574.7;8.5
772;WEST_VIRGINIA;1976;9624.86;32491.78;20292;596.3;7.5
773;WEST_VIRGINIA;1977;9942.15;33448.52;21193;611.6;7.1
774;WEST_VIRGINIA;1978;10115.55;34622.97;22036;633.1;6.2
775;WEST_VIRGINIA;1979;10457.33;35916.4;22592;658.6;6.7
776;WEST_VIRGINIA;1980;10705.18;37252.5;22349;645.9;7.9
777;WEST_VIRGINIA;1981;10943.56;34681.29;22053;628.5;11
778;WEST_VIRGINIA;1982;11059.62;35504.01;21370;607.8;14
779;WEST_VIRGINIA;1983;11078.85;35932.73;20822;582.3;18
780;WEST_VIRGINIA;1984;11072.89;36068.2;21615;596.6;15
781;WEST_VIRGINIA;1985;11000.7;36549.44;21629;597.2;13
782;WEST_VIRGINIA;1986;10984.38;35781.74;21705;597.5;12
783;WISCONSIN;1970;23565.08;39311;45301;1530.4;3.9
784;WISCONSIN;1971;24271.67;40880.5;46505;1525.4;4.5
785;WISCONSIN;1972;24747.06;42260.97;48879;1580.8;4.2
786;WISCONSIN;1973;25226.91;43778.56;52062;1660.5;4.1
787;WISCONSIN;1974;25539.33;45934.43;51830;1703.4;4.6
788;WISCONSIN;1975;25799.34;47948.09;50930;1676.8;6.9
789;WISCONSIN;1976;25842.14;48872.43;53853;1725.9;5.6
790;WISCONSIN;1977;25945.01;50089.81;57055;1798.9;4.9
791;WISCONSIN;1978;25858.17;51469.93;59908;1887;5.1
792;WISCONSIN;1979;25885.94;53386.11;61689;1960.2;4.5
793;WISCONSIN;1980;25894.16;55505.34;60255;1938.1;7.2
794;WISCONSIN;1981;25984.74;54915.52;60815;1923.2;7.8
795;WISCONSIN;1982;26034.63;56262.51;59558;1866.7;11
796;WISCONSIN;1983;26289.52;56912.51;61053;1864.6;10
797;WISCONSIN;1984;26225.89;57440.23;65461;1949.2;7.3
798;WISCONSIN;1985;26304.98;58904.79;67469;1983.1;7.2
799;WISCONSIN;1986;26400.6;60241.65;70171;2023.9;7
800;WYOMING;1970;3674.01;14309.75;7924;108.3;4.5
801;WYOMING;1971;3701.91;14459.14;7504;111;4.5
802;WYOMING;1972;3701.91;14583.78;7807;117.3;4
803;WYOMING;1973;3722.93;14936.34;8067;126.1;3.5
804;WYOMING;1974;3732.09;15284.9;8831;136.5;3.6
805;WYOMING;1975;3772.46;15670;8949;146;4.2
806;WYOMING;1976;3884.01;19539.47;9057;156.5;4.1
807;WYOMING;1977;4037.03;19977.67;9779;170.5;3.6
808;WYOMING;1978;4115.61;20760.24;11038;187.4;3.3
809;WYOMING;1979;4268.71;21643.5;11988;200.7;2.8
810;WYOMING;1980;4399.69;22628.22;13027;210.2;4
811;WYOMING;1981;4572.67;26330.2;13717;223.5;4.1
812;WYOMING;1982;4731.98;27724.96;13056;217.7;5.8
813;WYOMING;1983;4950.82;28586.46;11922;202.5;8.4
814;WYOMING;1984;5184.73;28794.8;12073;204.3;6.3
815;WYOMING;1985;5448.38;29326.94;12022;206.9;7.1
816;WYOMING;1986;5700.41;27110.51;10870;196.3;9
